model,fixture,config,status,stop_reason,steps,tool_calls,validated_findings,llm_findings,solved,expected_vuln,detected,loop_detected,watchdog_trips,wall_s,budget_tokens,budget_cost,llm_tokens_in,llm_tokens_out,llm_calls,output_dir
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-003,baseline,no_validated_findings,finished,13,10,0,1,False,Auth Bypass,0,0,0,41.08,6400,0.015,107086,600,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-003_dispatcher_mixed_default_20260627T110609Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-003,C1_only,no_validated_findings,finished,7,1,0,0,False,Auth Bypass,0,0,0,20.77,900,0.002,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-003_dispatcher_mixed_default_20260627T110651Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-003,C2_only,no_validated_findings,finished,15,10,0,1,False,Auth Bypass,0,0,0,45.22,6400,0.015,125028,561,15,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-003_dispatcher_mixed_default_20260627T110714Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-003,C3_only,no_validated_findings,finished,18,16,0,1,False,Auth Bypass,0,0,0,87.02,1400,0.003,258458,1156,18,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-003_dispatcher_mixed_default_20260627T110800Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-003,all,no_validated_findings,finished,32,31,0,1,False,Auth Bypass,0,0,0,153.54,10400,0.025,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-003_dispatcher_mixed_default_20260627T110929Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-004,baseline,no_validated_findings,finished,26,20,0,1,False,SQLi,1,0,0,91.88,14000,0.034,233670,845,26,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-004_dispatcher_mixed_default_20260627T111204Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-004,C1_only,no_validated_findings,finished,12,9,0,1,False,SQLi,1,0,0,70.23,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-004_dispatcher_mixed_default_20260627T111337Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-004,C2_only,no_validated_findings,finished,21,16,0,2,False,SQLi,0,0,0,154.32,9700,0.022000000000000006,178086,935,21,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-004_dispatcher_mixed_default_20260627T111449Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-004,C3_only,no_validated_findings,max_steps,40,38,0,1,False,SQLi,1,0,0,418.89,12600,0.031,525467,2071,40,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-004_dispatcher_mixed_default_20260627T111725Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-004,all,no_validated_findings,finished,15,14,0,1,False,SQLi,0,0,0,131.91,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-004_dispatcher_mixed_default_20260627T112425Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-005,baseline,no_validated_findings,finished,15,13,0,2,False,SQLi,1,0,0,44.66,9500,0.023,125023,695,15,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-005_dispatcher_mixed_default_20260627T112639Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-005,C1_only,no_validated_findings,finished,5,3,0,1,False,SQLi,1,0,0,42.17,1400,0.003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-005_dispatcher_mixed_default_20260627T112725Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-005,C2_only,no_validated_findings,finished,14,11,0,2,False,SQLi,1,0,0,50.6,6400,0.015,112952,686,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-005_dispatcher_mixed_default_20260627T112809Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-005,C3_only,no_validated_findings,finished,14,11,0,1,False,SQLi,1,0,0,58.83,9500,0.023,153804,591,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-005_dispatcher_mixed_default_20260627T112901Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-005,all,no_validated_findings,finished,12,11,0,1,False,SQLi,1,0,0,70.99,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-005_dispatcher_mixed_default_20260627T113001Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-006,baseline,no_validated_findings,finished,12,10,0,1,False,Mass Assignment,1,0,0,34.27,6400,0.015,98526,435,12,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-006_dispatcher_mixed_default_20260627T113114Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-006,C1_only,no_validated_findings,finished,12,10,0,1,False,Mass Assignment,1,0,0,34.24,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-006_dispatcher_mixed_default_20260627T113149Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-006,C2_only,no_validated_findings,finished,12,10,0,1,False,Mass Assignment,1,0,0,36.91,6400,0.015,98376,436,12,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-006_dispatcher_mixed_default_20260627T113225Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-006,C3_only,no_validated_findings,finished,14,13,0,1,False,Mass Assignment,1,0,0,56.82,6400,0.015,154819,452,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-006_dispatcher_mixed_default_20260627T113303Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-006,all,no_validated_findings,finished,21,20,0,1,False,Mass Assignment,1,0,0,63.97,9200,0.021000000000000005,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-006_dispatcher_mixed_default_20260627T113402Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-007,baseline,no_validated_findings,finished,6,5,0,0,False,LFI,0,0,0,14.83,3300,0.007,44683,122,6,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-007_dispatcher_mixed_default_20260627T113507Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-007,C1_only,no_validated_findings,finished,6,5,0,0,False,LFI,0,0,0,16.27,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-007_dispatcher_mixed_default_20260627T113524Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-007,C2_only,no_validated_findings,finished,6,5,0,0,False,LFI,0,0,0,14.76,3300,0.007,44683,123,6,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-007_dispatcher_mixed_default_20260627T113541Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-007,C3_only,no_validated_findings,finished,16,14,0,2,False,LFI,1,0,0,59.03,3300,0.007,179125,749,16,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-007_dispatcher_mixed_default_20260627T113558Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-007,all,no_validated_findings,finished,15,14,0,1,False,LFI,0,0,0,62.77,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-007_dispatcher_mixed_default_20260627T113658Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-008,baseline,no_validated_findings,finished,13,10,0,2,False,SQLi,1,0,0,42.15,6400,0.015,104612,711,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-008_dispatcher_mixed_default_20260627T113802Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-008,C1_only,no_validated_findings,finished,12,10,0,1,False,SQLi,1,0,0,37.85,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-008_dispatcher_mixed_default_20260627T113846Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-008,C2_only,no_validated_findings,finished,16,11,0,2,False,SQLi,1,0,0,51.05,6400,0.015,132882,751,16,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-008_dispatcher_mixed_default_20260627T113925Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-008,C3_only,no_validated_findings,finished,14,13,0,1,False,SQLi,1,0,0,59.13,6400,0.015,172952,465,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-008_dispatcher_mixed_default_20260627T114018Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-008,all,no_validated_findings,finished,30,29,0,1,False,SQLi,0,0,0,151.92,9500,0.023,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-008_dispatcher_mixed_default_20260627T114119Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-009,baseline,no_validated_findings,finished,11,9,0,1,False,NoSQLi,0,0,0,31.74,3300,0.007,85459,374,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-009_dispatcher_mixed_default_20260627T114352Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-009,C1_only,no_validated_findings,finished,11,9,0,1,False,NoSQLi,0,0,0,55.06,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-009_dispatcher_mixed_default_20260627T114425Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-009,C2_only,no_validated_findings,finished,5,3,0,1,False,NoSQLi,0,0,0,14.57,1400,0.003,38706,247,5,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-009_dispatcher_mixed_default_20260627T114522Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-009,C3_only,no_validated_findings,finished,28,26,0,1,False,NoSQLi,0,0,0,98.35,5200,0.011,363603,1659,28,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-009_dispatcher_mixed_default_20260627T114538Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-009,all,no_validated_findings,finished,4,3,0,1,False,NoSQLi,0,0,0,28.19,1400,0.003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-009_dispatcher_mixed_default_20260627T114718Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-010,baseline,no_validated_findings,finished,12,10,0,1,False,Auth Bypass,0,0,0,33.4,6400,0.015,96244,420,12,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-010_dispatcher_mixed_default_20260627T114748Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-010,C1_only,no_validated_findings,finished,12,10,0,1,False,Auth Bypass,0,0,0,76.78,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-010_dispatcher_mixed_default_20260627T114822Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-010,C2_only,no_validated_findings,finished,12,10,0,1,False,Auth Bypass,0,0,0,34.68,6400,0.015,97108,478,12,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-010_dispatcher_mixed_default_20260627T114941Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-010,C3_only,no_validated_findings,finished,13,12,0,1,False,Auth Bypass,0,0,0,38.51,6400,0.015,141315,481,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-010_dispatcher_mixed_default_20260627T115017Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-010,all,no_validated_findings,finished,14,13,0,1,False,Auth Bypass,0,0,0,48.73,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-010_dispatcher_mixed_default_20260627T115057Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-011,baseline,no_validated_findings,finished,10,8,0,1,False,Insecure Temp File / Race Condition,0,0,0,42.29,3300,0.007,77551,421,10,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-011_dispatcher_mixed_default_20260627T115147Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-011,C1_only,no_validated_findings,finished,5,3,0,1,False,Insecure Temp File / Race Condition,0,0,0,17.94,1400,0.003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-011_dispatcher_mixed_default_20260627T115231Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-011,C2_only,no_validated_findings,finished,15,9,0,1,False,Insecure Temp File / Race Condition,0,0,0,47.0,3300,0.007,120701,678,15,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-011_dispatcher_mixed_default_20260627T115250Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-011,C3_only,no_validated_findings,finished,33,31,0,1,False,Insecure Temp File / Race Condition,0,0,0,118.67,3300,0.007,442934,1865,33,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-011_dispatcher_mixed_default_20260627T115339Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-011,all,no_validated_findings,finished,36,30,0,1,False,Insecure Temp File / Race Condition,0,0,0,149.38,2800,0.006,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-011_dispatcher_mixed_default_20260627T115539Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-012,baseline,no_validated_findings,finished,34,32,0,2,False,Session Forgery,0,0,0,103.14,3300,0.007,278441,904,34,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-012_dispatcher_mixed_default_20260627T115810Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-012,C1_only,no_validated_findings,finished,33,32,0,1,False,Session Forgery,1,0,0,286.29,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-012_dispatcher_mixed_default_20260627T115955Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-012,C2_only,no_validated_findings,finished,18,12,0,0,False,Session Forgery,0,0,0,69.54,3300,0.007,140650,412,18,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-012_dispatcher_mixed_default_20260627T120442Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-012,C3_only,no_validated_findings,finished,32,31,0,1,False,Session Forgery,1,0,0,125.53,3300,0.007,350864,899,32,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-012_dispatcher_mixed_default_20260627T120553Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-012,all,no_validated_findings,finished,17,11,0,0,False,Session Forgery,0,0,0,50.69,2800,0.006,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-012_dispatcher_mixed_default_20260627T120800Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-013,baseline,no_validated_findings,finished,11,9,0,1,False,SSTI,1,0,0,42.1,1400,0.003,92435,501,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-013_dispatcher_mixed_default_20260627T120853Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-013,C1_only,no_validated_findings,finished,16,14,0,1,False,SSTI,1,0,0,51.18,4200,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-013_dispatcher_mixed_default_20260627T120936Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-013,C2_only,no_validated_findings,finished,17,15,0,1,False,SSTI,1,0,0,47.35,3300,0.007,142956,556,17,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-013_dispatcher_mixed_default_20260627T121029Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-013,C3_only,no_validated_findings,finished,17,15,0,1,False,SSTI,0,0,0,58.8,3300,0.007,206763,901,17,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-013_dispatcher_mixed_default_20260627T121118Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-013,all,no_validated_findings,finished,23,17,0,1,False,SSTI,0,0,0,71.9,4700,0.01,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-013_dispatcher_mixed_default_20260627T121218Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-014,baseline,no_validated_findings,finished,13,9,0,1,False,Path Traversal,1,0,0,40.41,3300,0.007,101672,445,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-014_dispatcher_mixed_default_20260627T121332Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-014,C1_only,no_validated_findings,finished,5,3,0,1,False,Path Traversal,0,0,0,24.22,1400,0.003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-014_dispatcher_mixed_default_20260627T121413Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-014,C2_only,no_validated_findings,finished,13,9,0,1,False,Path Traversal,1,0,0,37.57,3300,0.007,101634,440,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-014_dispatcher_mixed_default_20260627T121439Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-014,C3_only,no_validated_findings,finished,32,31,0,1,False,Path Traversal,0,0,0,137.03,3300,0.007,450526,1988,32,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-014_dispatcher_mixed_default_20260627T121518Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-014,all,no_validated_findings,finished,13,12,0,1,False,Path Traversal,0,0,0,42.99,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-014_dispatcher_mixed_default_20260627T121737Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-015,baseline,no_validated_findings,finished,18,17,0,0,False,Path Traversal,0,0,0,130.12,7300,0.017,141660,397,18,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-015_dispatcher_mixed_default_20260627T121821Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-015,C1_only,no_validated_findings,finished,12,11,0,0,False,Path Traversal,0,0,0,68.88,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-015_dispatcher_mixed_default_20260627T122033Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-015,C2_only,no_validated_findings,finished,18,17,0,0,False,Path Traversal,0,0,0,50.68,7300,0.017,141674,426,18,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-015_dispatcher_mixed_default_20260627T122143Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-015,C3_only,no_validated_findings,finished,13,12,0,0,False,Path Traversal,0,0,0,48.2,9500,0.023,134242,355,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-015_dispatcher_mixed_default_20260627T122236Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-015,all,no_validated_findings,max_steps,40,35,0,1,False,Path Traversal,0,0,0,142.84,8700,0.020000000000000004,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-015_dispatcher_mixed_default_20260627T122325Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-016,baseline,no_validated_findings,finished,11,9,0,1,False,Command Injection,1,0,0,31.71,3300,0.007,84169,433,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-016_dispatcher_mixed_default_20260627T122550Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-016,C1_only,no_validated_findings,finished,12,9,0,1,False,Command Injection,1,0,0,35.37,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-016_dispatcher_mixed_default_20260627T122623Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-016,C2_only,no_validated_findings,finished,11,9,0,1,False,Command Injection,1,0,0,31.9,3300,0.007,84179,455,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-016_dispatcher_mixed_default_20260627T122700Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-016,C3_only,no_validated_findings,finished,13,12,0,1,False,Command Injection,1,0,0,38.07,3300,0.007,139188,481,13,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-016_dispatcher_mixed_default_20260627T122733Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-016,all,no_validated_findings,finished,18,12,0,1,False,Command Injection,1,0,0,63.25,4700,0.01,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-016_dispatcher_mixed_default_20260627T122813Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-017,baseline,no_validated_findings,finished,10,8,0,1,False,Auth Bypass,0,0,0,46.6,3300,0.007,77771,422,10,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-017_dispatcher_mixed_default_20260627T122917Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-017,C1_only,no_validated_findings,finished,7,6,0,0,False,Auth Bypass,0,0,0,44.1,3300,0.007,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-017_dispatcher_mixed_default_20260627T123006Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-017,C2_only,no_validated_findings,finished,7,6,0,0,False,Auth Bypass,0,0,0,18.88,3300,0.007,52568,164,7,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-017_dispatcher_mixed_default_20260627T123051Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-017,C3_only,no_validated_findings,finished,17,15,0,2,False,Auth Bypass,0,0,0,68.07,5200,0.011,181866,653,17,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-017_dispatcher_mixed_default_20260627T123111Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-017,all,no_validated_findings,finished,17,11,0,0,False,Auth Bypass,0,0,0,86.93,3700,0.008,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-017_dispatcher_mixed_default_20260627T123221Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-018,baseline,no_validated_findings,finished,11,9,0,1,False,XSS,1,0,0,31.94,6400,0.015,86971,410,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-018_dispatcher_mixed_default_20260627T123350Z
