model,fixture,config,status,stop_reason,steps,tool_calls,validated_findings,llm_findings,solved,expected_vuln,detected,loop_detected,watchdog_trips,wall_s,budget_tokens,budget_cost,llm_tokens_in,llm_tokens_out,llm_calls,output_dir
mistral-small-latest,web-010,baseline,no_validated_findings,finished,16,15,0,2,False,Auth Bypass,0,0,0,55.85,6900,0.016,144314,2344,16,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-010_dispatcher_mixed_default_20260627T104813Z
mistral-small-latest,web-010,C1_only,no_validated_findings,finished,17,15,0,1,False,Auth Bypass,0,0,1,71.25,4300,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-010_dispatcher_mixed_default_20260627T104911Z
mistral-small-latest,web-010,C2_only,no_validated_findings,finished,18,17,0,1,False,Auth Bypass,0,0,0,60.37,7800,0.018000000000000002,160494,2701,18,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-010_dispatcher_mixed_default_20260627T105023Z
mistral-small-latest,web-010,C3_only,no_validated_findings,finished,24,23,0,4,False,Auth Bypass,0,0,0,150.48,6900,0.016,303695,3941,24,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-010_dispatcher_mixed_default_20260627T105125Z
mistral-small-latest,web-010,all,no_validated_findings,finished,37,36,0,5,False,Auth Bypass,0,2,0,191.89,19800,0.04600000000000001,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-010_dispatcher_mixed_default_20260627T105357Z
mistral-small-latest,web-011,baseline,no_validated_findings,finished,20,19,0,1,False,Insecure Temp File / Race Condition,0,0,0,69.95,6200,0.013000000000000001,181291,2473,20,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-011_dispatcher_mixed_default_20260627T105711Z
mistral-small-latest,web-011,C1_only,no_validated_findings,finished,15,13,0,1,False,Insecure Temp File / Race Condition,0,0,1,54.05,3300,0.007,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-011_dispatcher_mixed_default_20260627T105822Z
mistral-small-latest,web-011,C2_only,no_validated_findings,finished,11,10,0,1,False,Insecure Temp File / Race Condition,0,0,0,54.52,3300,0.007,91580,2143,11,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-011_dispatcher_mixed_default_20260627T105918Z
mistral-small-latest,web-011,C3_only,no_validated_findings,finished,29,28,0,2,False,Insecure Temp File / Race Condition,0,0,0,196.88,7400,0.016,375754,3593,29,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-011_dispatcher_mixed_default_20260627T110014Z
mistral-small-latest,web-011,all,no_validated_findings,finished,12,12,0,2,False,Insecure Temp File / Race Condition,0,0,0,52.73,3300,0.007,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-011_dispatcher_mixed_default_20260627T110332Z
mistral-small-latest,web-012,baseline,no_validated_findings,finished,14,13,0,1,False,Session Forgery,1,0,0,53.09,3800,0.008,124185,3226,14,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-012_dispatcher_mixed_default_20260627T110426Z
mistral-small-latest,web-012,C1_only,no_validated_findings,finished,25,23,0,2,False,Session Forgery,1,0,1,134.48,3800,0.008,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-012_dispatcher_mixed_default_20260627T110521Z
mistral-small-latest,web-012,C2_only,no_validated_findings,finished,20,19,0,2,False,Session Forgery,1,1,0,70.55,4800,0.010000000000000002,190446,3707,20,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-012_dispatcher_mixed_default_20260627T110737Z
mistral-small-latest,web-012,C3_only,no_validated_findings,finished,11,10,0,1,False,Session Forgery,1,0,0,57.23,4300,0.009000000000000001,121736,1712,11,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-012_dispatcher_mixed_default_20260627T110849Z
mistral-small-latest,web-012,all,no_validated_findings,finished,27,25,0,1,False,Session Forgery,1,0,1,195.74,4300,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-012_dispatcher_mixed_default_20260627T110948Z
mistral-small-latest,web-013,baseline,no_validated_findings,finished,16,15,0,1,False,SSTI,0,0,0,103.56,4200,0.009000000000000001,142642,1991,16,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-013_dispatcher_mixed_default_20260627T111305Z
mistral-small-latest,web-013,C1_only,no_validated_findings,finished,27,25,0,3,False,SSTI,0,0,1,143.81,5700,0.012000000000000004,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-013_dispatcher_mixed_default_20260627T111450Z
mistral-small-latest,web-013,C2_only,no_validated_findings,finished,33,32,0,3,False,SSTI,0,1,0,127.85,6600,0.014000000000000002,341397,4358,33,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-013_dispatcher_mixed_default_20260627T111715Z
mistral-small-latest,web-013,C3_only,no_validated_findings,finished,24,23,0,2,False,SSTI,0,0,0,209.44,4300,0.009000000000000001,300135,2838,24,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-013_dispatcher_mixed_default_20260627T111925Z
mistral-small-latest,web-013,all,no_validated_findings,finished,14,12,0,1,False,SSTI,0,0,1,103.92,4700,0.010000000000000002,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-013_dispatcher_mixed_default_20260627T112256Z
mistral-small-latest,web-014,baseline,no_validated_findings,finished,15,15,0,2,False,Path Traversal,1,0,0,59.97,4700,0.010000000000000002,133890,2528,15,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-014_dispatcher_mixed_default_20260627T112441Z
mistral-small-latest,web-014,C1_only,no_validated_findings,finished,17,15,0,1,False,Path Traversal,0,0,1,60.25,5200,0.011000000000000003,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-014_dispatcher_mixed_default_20260627T112543Z
mistral-small-latest,web-014,C2_only,no_validated_findings,finished,14,13,0,1,False,Path Traversal,0,0,0,51.29,3300,0.007,122761,2751,14,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-014_dispatcher_mixed_default_20260627T112644Z
mistral-small-latest,web-014,C3_only,no_validated_findings,finished,28,27,0,2,False,Path Traversal,0,0,0,181.89,4300,0.009000000000000001,348227,3224,28,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-014_dispatcher_mixed_default_20260627T112737Z
mistral-small-latest,web-014,all,no_validated_findings,finished,26,24,0,2,False,Path Traversal,0,1,1,155.87,6500,0.014000000000000002,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-014_dispatcher_mixed_default_20260627T113040Z
mistral-small-latest,web-015,baseline,no_validated_findings,finished,24,23,0,2,False,Path Traversal,1,0,0,138.68,8400,0.019000000000000003,239325,4341,24,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-015_dispatcher_mixed_default_20260627T113318Z
mistral-small-latest,web-015,C1_only,no_validated_findings,finished,15,13,0,1,False,Path Traversal,1,0,1,47.2,6400,0.015,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-015_dispatcher_mixed_default_20260627T113538Z
mistral-small-latest,web-015,C2_only,no_validated_findings,finished,19,19,0,4,False,Path Traversal,0,0,0,74.12,6900,0.016,191275,4509,19,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-015_dispatcher_mixed_default_20260627T113627Z
mistral-small-latest,web-015,C3_only,no_validated_findings,finished,20,19,0,1,False,Path Traversal,1,0,0,96.5,6900,0.016,242415,3774,20,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-015_dispatcher_mixed_default_20260627T113742Z
mistral-small-latest,web-015,all,no_validated_findings,finished,11,10,0,0,False,Path Traversal,0,0,0,89.26,10400,0.025,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-015_dispatcher_mixed_default_20260627T113920Z
mistral-small-latest,web-016,baseline,no_validated_findings,finished,11,10,0,1,False,Command Injection,1,0,0,37.63,3800,0.008,88594,1579,11,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-016_dispatcher_mixed_default_20260627T114051Z
mistral-small-latest,web-016,C1_only,no_validated_findings,finished,17,16,0,1,False,Command Injection,1,0,0,56.64,5600,0.012,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-016_dispatcher_mixed_default_20260627T114130Z
mistral-small-latest,web-016,C2_only,no_validated_findings,finished,26,28,0,2,False,Command Injection,1,1,0,96.53,6600,0.014000000000000002,247560,3054,26,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-016_dispatcher_mixed_default_20260627T114228Z
mistral-small-latest,web-016,C3_only,no_validated_findings,finished,18,17,0,2,False,Command Injection,1,0,0,65.99,5200,0.011000000000000003,210810,2564,18,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-016_dispatcher_mixed_default_20260627T114406Z
mistral-small-latest,web-016,all,no_validated_findings,finished,26,24,0,2,False,Command Injection,1,1,2,114.02,5200,0.011000000000000003,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-016_dispatcher_mixed_default_20260627T114514Z
mistral-small-latest,web-017,baseline,no_validated_findings,finished,15,14,0,1,False,Auth Bypass,0,0,0,59.95,3800,0.008,137255,3226,15,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-017_dispatcher_mixed_default_20260627T114709Z
mistral-small-latest,web-017,C1_only,no_validated_findings,finished,12,11,0,1,False,Auth Bypass,0,0,1,92.56,2900,0.006,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-017_dispatcher_mixed_default_20260627T114811Z
mistral-small-latest,web-017,C2_only,no_validated_findings,finished,16,15,0,1,False,Auth Bypass,0,0,0,55.48,3800,0.008,143604,2851,16,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-017_dispatcher_mixed_default_20260627T114945Z
mistral-small-latest,web-017,C3_only,no_validated_findings,finished,12,11,0,1,False,Auth Bypass,0,0,0,102.19,3300,0.007,133668,1776,12,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-017_dispatcher_mixed_default_20260627T115042Z
mistral-small-latest,web-017,all,no_validated_findings,finished,13,13,0,1,False,Auth Bypass,1,0,0,52.11,4200,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-017_dispatcher_mixed_default_20260627T115226Z
mistral-small-latest,web-018,baseline,no_validated_findings,finished,14,13,0,1,False,XSS,0,0,0,55.38,6900,0.016,126834,2049,14,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-018_dispatcher_mixed_default_20260627T115319Z
mistral-small-latest,web-018,C1_only,no_validated_findings,finished,16,15,0,2,False,XSS,0,0,0,53.87,7400,0.017,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-018_dispatcher_mixed_default_20260627T115416Z
mistral-small-latest,web-018,C2_only,no_validated_findings,finished,36,35,0,1,False,XSS,0,0,0,106.82,10900,0.026000000000000002,339580,2284,36,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-018_dispatcher_mixed_default_20260627T115512Z
mistral-small-latest,web-018,C3_only,no_validated_findings,finished,22,21,0,2,False,XSS,0,0,0,81.89,7800,0.018000000000000002,260502,2062,22,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-018_dispatcher_mixed_default_20260627T115700Z
mistral-small-latest,web-018,all,no_validated_findings,finished,20,19,0,1,False,XSS,0,0,0,119.36,7300,0.017,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-018_dispatcher_mixed_default_20260627T115823Z
mistral-small-latest,web-019,baseline,no_validated_findings,finished,15,15,0,2,False,HTTP Request Smuggling,1,0,0,51.41,3800,0.008,136479,2675,15,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-019_dispatcher_mixed_default_20260627T120024Z
mistral-small-latest,web-019,C1_only,no_validated_findings,finished,12,11,0,1,False,HTTP Request Smuggling,1,0,0,41.1,2400,0.005,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-019_dispatcher_mixed_default_20260627T120117Z
mistral-small-latest,web-019,C2_only,no_validated_findings,finished,14,13,0,2,False,HTTP Request Smuggling,1,0,0,54.19,2900,0.006,132083,3205,14,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-019_dispatcher_mixed_default_20260627T120200Z
mistral-small-latest,web-019,C3_only,no_validated_findings,finished,32,32,0,2,False,HTTP Request Smuggling,1,0,0,323.36,4300,0.009000000000000001,488344,4912,32,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-019_dispatcher_mixed_default_20260627T120255Z
mistral-small-latest,web-019,all,no_validated_findings,finished,21,20,0,1,False,HTTP Request Smuggling,1,0,1,269.09,3800,0.008,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-019_dispatcher_mixed_default_20260627T120820Z
mistral-small-latest,web-020,baseline,no_validated_findings,finished,27,26,0,1,False,SSTI,0,0,0,156.9,9700,0.022000000000000006,280215,3348,27,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-020_dispatcher_mixed_default_20260627T121251Z
mistral-small-latest,web-020,C1_only,no_validated_findings,finished,30,29,0,2,False,SSTI,0,0,0,175.91,11800,0.028000000000000004,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-020_dispatcher_mixed_default_20260627T121529Z
mistral-small-latest,web-020,C2_only,no_validated_findings,finished,19,18,0,2,False,SSTI,0,0,0,70.88,10400,0.025,172344,2181,19,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-020_dispatcher_mixed_default_20260627T121827Z
mistral-small-latest,web-020,C3_only,no_validated_findings,finished,20,19,0,0,False,SSTI,0,0,0,199.82,9500,0.023,243902,2063,20,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-020_dispatcher_mixed_default_20260627T121939Z
mistral-small-latest,web-020,all,no_validated_findings,finished,22,21,0,1,False,SSTI,0,0,0,72.21,10500,0.025,0,0,0,/root/DACN/outputs/runs_mistral_mistral-small-latest/web-020_dispatcher_mixed_default_20260627T122300Z
