model,fixture,config,status,stop_reason,steps,tool_calls,validated_findings,llm_findings,solved,expected_vuln,detected,loop_detected,watchdog_trips,wall_s,budget_tokens,budget_cost,llm_tokens_in,llm_tokens_out,llm_calls,output_dir
mistralai/mistral-medium-3.5-128b,web-003,baseline,no_validated_findings,finished,20,26,0,2,False,Auth Bypass,0,0,0,305.69,8800,0.020000000000000004,201399,3000,20,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-003_dispatcher_mixed_default_20260629T082704Z
mistralai/mistral-medium-3.5-128b,web-003,C2_only,no_validated_findings,finished,15,20,0,2,False,Auth Bypass,1,0,0,248.38,7300,0.017,146954,3106,15,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-003_dispatcher_mixed_default_20260629T083211Z
mistralai/mistral-medium-3.5-128b,web-003,C3_only,no_validated_findings,finished,12,15,0,1,False,Auth Bypass,1,0,0,122.53,3800,0.008,154868,2868,12,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-003_dispatcher_mixed_default_20260629T083621Z
mistralai/mistral-medium-3.5-128b,web-003,C1_only,no_validated_findings,finished,20,25,0,3,False,Auth Bypass,1,0,0,297.34,6700,0.014000000000000002,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-003_dispatcher_mixed_default_20260629T083825Z
mistralai/mistral-medium-3.5-128b,web-003,all,no_validated_findings,max_steps,40,36,0,3,False,Auth Bypass,1,2,4,641.19,16200,0.03700000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-003_dispatcher_mixed_default_20260629T084324Z
mistralai/mistral-medium-3.5-128b,web-004,baseline,no_validated_findings,finished,14,13,0,2,False,SQLi,1,0,0,169.19,10500,0.025,126292,2498,14,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-004_dispatcher_mixed_default_20260629T085406Z
mistralai/mistral-medium-3.5-128b,web-004,C2_only,no_validated_findings,finished,21,20,0,2,False,SQLi,1,1,0,311.3,13800,0.03200000000000001,204942,3937,21,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-004_dispatcher_mixed_default_20260629T085657Z
mistralai/mistral-medium-3.5-128b,web-004,C3_only,no_validated_findings,max_steps,40,40,0,4,False,SQLi,1,0,0,783.39,27800,0.06600000000000002,707452,12582,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-004_dispatcher_mixed_default_20260629T090210Z
mistralai/mistral-medium-3.5-128b,web-004,C1_only,no_validated_findings,max_steps,40,37,0,3,False,SQLi,1,0,3,901.81,36500,0.09000000000000002,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-004_dispatcher_mixed_default_20260629T091515Z
mistralai/mistral-medium-3.5-128b,web-004,all,no_validated_findings,max_steps,40,39,0,3,False,SQLi,1,1,1,647.97,37600,0.09400000000000003,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-004_dispatcher_mixed_default_20260629T093018Z
mistralai/mistral-medium-3.5-128b,web-005,baseline,no_validated_findings,max_steps,40,40,0,7,False,SQLi,1,0,0,1417.97,33100,0.08300000000000002,548814,16411,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-005_dispatcher_mixed_default_20260629T094107Z
mistralai/mistral-medium-3.5-128b,web-005,C2_only,no_validated_findings,max_steps,40,44,0,3,False,SQLi,1,1,0,749.53,35700,0.08700000000000002,428266,5902,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-005_dispatcher_mixed_default_20260629T100447Z
mistralai/mistral-medium-3.5-128b,web-005,C3_only,no_validated_findings,finished,37,38,0,3,False,SQLi,1,0,0,671.9,44500,0.11000000000000004,496326,3613,37,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-005_dispatcher_mixed_default_20260629T101718Z
mistralai/mistral-medium-3.5-128b,web-005,C1_only,no_validated_findings,max_steps,40,40,0,4,False,SQLi,1,0,4,873.59,30100,0.07400000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-005_dispatcher_mixed_default_20260629T102831Z
mistralai/mistral-medium-3.5-128b,web-006,baseline,no_validated_findings,finished,21,24,0,3,False,Mass Assignment,1,0,0,389.78,9200,0.021000000000000005,227470,3509,21,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-006_dispatcher_mixed_default_20260629T104621Z
mistralai/mistral-medium-3.5-128b,web-006,C2_only,no_validated_findings,finished,20,23,0,6,False,Mass Assignment,1,0,0,710.61,9800,0.022000000000000006,210151,3723,20,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-006_dispatcher_mixed_default_20260629T105253Z
mistralai/mistral-medium-3.5-128b,web-006,C3_only,no_validated_findings,finished,14,13,0,3,False,Mass Assignment,1,0,0,195.18,8200,0.019000000000000003,168999,2240,14,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-006_dispatcher_mixed_default_20260629T110445Z
mistralai/mistral-medium-3.5-128b,web-006,C1_only,no_validated_findings,finished,18,17,0,2,False,Mass Assignment,1,0,0,294.28,7100,0.015000000000000003,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-006_dispatcher_mixed_default_20260629T110801Z
mistralai/mistral-medium-3.5-128b,web-006,all,no_validated_findings,finished,26,27,0,4,False,Mass Assignment,1,1,1,467.05,10700,0.024000000000000007,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-006_dispatcher_mixed_default_20260629T111257Z
mistralai/mistral-medium-3.5-128b,web-007,baseline,no_validated_findings,finished,26,25,0,3,False,LFI,1,0,0,393.61,9500,0.020000000000000004,255941,3214,26,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-007_dispatcher_mixed_default_20260629T112046Z
mistralai/mistral-medium-3.5-128b,web-007,C2_only,no_validated_findings,finished,29,33,0,2,False,LFI,1,2,0,479.78,11300,0.024000000000000007,292254,3007,29,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-007_dispatcher_mixed_default_20260629T112721Z
mistralai/mistral-medium-3.5-128b,web-007,C3_only,no_validated_findings,max_steps,40,40,0,2,False,LFI,1,0,0,550.67,15700,0.033000000000000015,548737,3507,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-007_dispatcher_mixed_default_20260629T113522Z
mistralai/mistral-medium-3.5-128b,web-007,C1_only,no_validated_findings,finished,26,25,0,4,False,LFI,1,0,0,416.11,9000,0.019000000000000006,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-007_dispatcher_mixed_default_20260629T114434Z
mistralai/mistral-medium-3.5-128b,web-007,all,no_validated_findings,max_steps,40,40,0,2,False,LFI,0,2,0,594.44,11400,0.024000000000000007,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-007_dispatcher_mixed_default_20260629T115132Z
mistralai/mistral-medium-3.5-128b,web-008,baseline,no_validated_findings,finished,33,32,0,5,False,SQLi,1,0,0,599.7,27200,0.066,336365,3773,33,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-008_dispatcher_mixed_default_20260629T120128Z
mistralai/mistral-medium-3.5-128b,web-008,C2_only,no_validated_findings,finished,16,17,0,2,False,SQLi,1,0,0,409.84,11000,0.026000000000000002,158080,3412,16,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-008_dispatcher_mixed_default_20260629T121129Z
mistralai/mistral-medium-3.5-128b,web-008,C3_only,no_validated_findings,finished,27,26,0,6,False,SQLi,1,0,0,823.5,11400,0.027000000000000003,363921,4153,27,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-008_dispatcher_mixed_default_20260629T121820Z
mistralai/mistral-medium-3.5-128b,web-008,C1_only,no_validated_findings,finished,26,29,0,4,False,SQLi,1,0,1,722.34,20700,0.051000000000000004,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-008_dispatcher_mixed_default_20260629T123205Z
mistralai/mistral-medium-3.5-128b,web-008,all,no_validated_findings,finished,24,25,0,3,False,SQLi,1,1,1,614.79,18600,0.045000000000000005,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-008_dispatcher_mixed_default_20260629T124409Z
mistralai/mistral-medium-3.5-128b,web-009,baseline,no_validated_findings,finished,23,26,0,6,False,NoSQLi,0,0,0,643.84,9000,0.019000000000000003,215587,3848,23,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-009_dispatcher_mixed_default_20260629T125426Z
mistralai/mistral-medium-3.5-128b,web-009,C2_only,no_validated_findings,finished,21,20,0,3,False,NoSQLi,0,1,0,242.14,8500,0.018000000000000002,196694,2988,21,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-009_dispatcher_mixed_default_20260629T130511Z
mistralai/mistral-medium-3.5-128b,web-009,C3_only,no_validated_findings,max_steps,40,40,0,1,False,NoSQLi,1,0,0,778.01,15000,0.032000000000000015,515700,3290,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-009_dispatcher_mixed_default_20260629T130915Z
mistralai/mistral-medium-3.5-128b,web-009,C1_only,no_validated_findings,finished,34,32,0,4,False,NoSQLi,0,0,1,553.49,12300,0.02600000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-009_dispatcher_mixed_default_20260629T132214Z
mistralai/mistral-medium-3.5-128b,web-009,all,no_validated_findings,max_steps,40,40,0,2,False,NoSQLi,1,2,0,598.06,14300,0.030000000000000013,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-009_dispatcher_mixed_default_20260629T133129Z
mistralai/mistral-medium-3.5-128b,web-010,baseline,no_validated_findings,max_steps,40,40,0,6,False,Auth Bypass,1,0,0,820.45,19800,0.04600000000000001,468060,6011,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-010_dispatcher_mixed_default_20260629T134129Z
mistralai/mistral-medium-3.5-128b,web-010,C2_only,no_validated_findings,finished,20,20,0,3,False,Auth Bypass,0,1,0,821.74,8400,0.019000000000000003,179810,2555,20,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-010_dispatcher_mixed_default_20260629T135511Z
mistralai/mistral-medium-3.5-128b,web-010,C3_only,no_validated_findings,max_steps,40,43,0,6,False,Auth Bypass,0,0,0,895.43,12500,0.02800000000000001,622724,6986,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-010_dispatcher_mixed_default_20260629T140854Z
mistralai/mistral-medium-3.5-128b,web-010,all,no_validated_findings,finished,34,33,0,4,False,Auth Bypass,0,2,1,838.15,13400,0.031000000000000007,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-010_dispatcher_mixed_default_20260629T143008Z
mistralai/mistral-medium-3.5-128b,web-011,baseline,no_validated_findings,finished,18,17,0,2,False,Insecure Temp File / Race Condition,0,0,0,258.46,8000,0.017,164996,2267,18,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-011_dispatcher_mixed_default_20260629T144408Z
mistralai/mistral-medium-3.5-128b,web-011,C2_only,no_validated_findings,finished,30,31,0,3,False,Insecure Temp File / Race Condition,0,2,0,654.49,13300,0.02800000000000001,297487,3157,30,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-011_dispatcher_mixed_default_20260629T144828Z
mistralai/mistral-medium-3.5-128b,web-011,C3_only,no_validated_findings,max_steps,40,40,0,2,False,Insecure Temp File / Race Condition,0,0,0,822.48,10900,0.023000000000000007,527224,3030,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-011_dispatcher_mixed_default_20260629T145924Z
mistralai/mistral-medium-3.5-128b,web-011,C1_only,no_validated_findings,finished,10,9,0,2,False,Insecure Temp File / Race Condition,0,0,0,238.57,4300,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-011_dispatcher_mixed_default_20260629T151308Z
mistralai/mistral-medium-3.5-128b,web-011,all,no_validated_findings,max_steps,40,38,0,1,False,Insecure Temp File / Race Condition,0,2,2,707.81,13200,0.02800000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-011_dispatcher_mixed_default_20260629T151708Z
mistralai/mistral-medium-3.5-128b,web-012,baseline,no_validated_findings,max_steps,40,40,0,2,False,Session Forgery,1,0,0,675.84,10900,0.023000000000000007,480634,7089,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-012_dispatcher_mixed_default_20260629T152857Z
mistralai/mistral-medium-3.5-128b,web-012,C2_only,no_validated_findings,finished,30,38,0,8,False,Session Forgery,1,2,0,678.64,10400,0.022000000000000006,313809,3750,30,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-012_dispatcher_mixed_default_20260629T154015Z
mistralai/mistral-medium-3.5-128b,web-012,C3_only,no_validated_findings,max_steps,40,40,0,3,False,Session Forgery,1,0,0,1231.5,15100,0.032000000000000015,875878,16567,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-012_dispatcher_mixed_default_20260629T155135Z
mistralai/mistral-medium-3.5-128b,web-012,C1_only,no_validated_findings,finished,26,24,0,2,False,Session Forgery,1,0,1,368.93,9500,0.020000000000000004,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-012_dispatcher_mixed_default_20260629T161208Z
mistralai/mistral-medium-3.5-128b,web-012,all,no_validated_findings,max_steps,40,39,0,2,False,Session Forgery,1,3,4,615.05,10400,0.022000000000000006,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-012_dispatcher_mixed_default_20260629T161818Z
mistralai/mistral-medium-3.5-128b,web-013,baseline,no_validated_findings,finished,23,31,0,4,False,SSTI,0,0,0,418.91,7500,0.016,256392,4764,23,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-013_dispatcher_mixed_default_20260629T162835Z
mistralai/mistral-medium-3.5-128b,web-013,C2_only,no_validated_findings,finished,32,31,0,4,False,SSTI,0,2,0,660.88,13200,0.02800000000000001,363042,5197,32,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-013_dispatcher_mixed_default_20260629T163535Z
mistralai/mistral-medium-3.5-128b,web-013,C3_only,no_validated_findings,max_steps,40,40,0,2,False,SSTI,0,0,0,624.79,12800,0.02700000000000001,513828,4806,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-013_dispatcher_mixed_default_20260629T164638Z
mistralai/mistral-medium-3.5-128b,web-013,C1_only,no_validated_findings,max_steps,40,39,0,3,False,SSTI,0,0,1,524.16,11800,0.02500000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-013_dispatcher_mixed_default_20260629T165704Z
mistralai/mistral-medium-3.5-128b,web-013,all,no_validated_findings,max_steps,40,40,0,3,False,SSTI,0,2,0,646.37,14700,0.031000000000000014,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-013_dispatcher_mixed_default_20260629T170549Z
mistralai/mistral-medium-3.5-128b,web-014,baseline,no_validated_findings,finished,28,33,0,2,False,Path Traversal,0,0,0,494.87,13500,0.029000000000000012,327008,5322,28,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-014_dispatcher_mixed_default_20260629T171637Z
mistralai/mistral-medium-3.5-128b,web-014,C2_only,no_validated_findings,max_steps,40,40,0,3,False,Path Traversal,0,3,0,1197.79,15700,0.033000000000000015,861130,23375,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-014_dispatcher_mixed_default_20260629T172454Z
mistralai/mistral-medium-3.5-128b,web-014,C3_only,no_validated_findings,max_steps,40,40,0,2,False,Path Traversal,0,0,0,654.96,8900,0.019000000000000003,745297,14587,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-014_dispatcher_mixed_default_20260629T174453Z
mistralai/mistral-medium-3.5-128b,web-014,C1_only,no_validated_findings,finished,20,18,0,3,False,Path Traversal,1,0,1,214.8,6300,0.013000000000000005,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-014_dispatcher_mixed_default_20260629T175549Z
mistralai/mistral-medium-3.5-128b,web-015,baseline,no_validated_findings,max_steps,40,40,0,6,False,Path Traversal,1,0,0,474.53,13000,0.029000000000000012,422242,4342,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-015_dispatcher_mixed_default_20260629T181149Z
mistralai/mistral-medium-3.5-128b,web-015,C2_only,no_validated_findings,max_steps,40,40,0,5,False,Path Traversal,1,1,0,587.34,18800,0.04400000000000001,405360,3316,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-015_dispatcher_mixed_default_20260629T181945Z
mistralai/mistral-medium-3.5-128b,web-015,C3_only,no_validated_findings,max_steps,40,45,0,4,False,Path Traversal,1,0,0,741.21,17600,0.040000000000000015,645664,5891,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-015_dispatcher_mixed_default_20260629T182934Z
mistralai/mistral-medium-3.5-128b,web-015,C1_only,no_validated_findings,max_steps,40,38,0,3,False,Path Traversal,1,0,2,983.92,19300,0.04500000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-015_dispatcher_mixed_default_20260629T184156Z
mistralai/mistral-medium-3.5-128b,web-015,all,no_validated_findings,max_steps,40,39,0,3,False,Path Traversal,0,1,1,742.8,13800,0.03200000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-015_dispatcher_mixed_default_20260629T185822Z
mistralai/mistral-medium-3.5-128b,web-016,baseline,no_validated_findings,max_steps,40,44,0,1,False,Command Injection,1,0,0,569.2,19500,0.04100000000000002,376332,3408,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-016_dispatcher_mixed_default_20260629T191046Z
mistralai/mistral-medium-3.5-128b,web-016,C2_only,no_validated_findings,max_steps,40,40,0,3,False,Command Injection,1,1,0,603.65,14800,0.031000000000000014,375711,2322,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-016_dispatcher_mixed_default_20260629T192017Z
mistralai/mistral-medium-3.5-128b,web-016,C3_only,no_validated_findings,max_steps,40,40,0,1,False,Command Injection,1,0,0,637.8,12500,0.02600000000000001,488082,2842,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-016_dispatcher_mixed_default_20260629T193022Z
mistralai/mistral-medium-3.5-128b,web-016,C1_only,no_validated_findings,max_steps,40,40,0,2,False,Command Injection,1,0,0,832.45,14300,0.030000000000000013,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-016_dispatcher_mixed_default_20260629T194101Z
mistralai/mistral-medium-3.5-128b,web-016,all,no_validated_findings,max_steps,40,40,0,2,False,Command Injection,1,2,0,502.74,13900,0.029000000000000012,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-016_dispatcher_mixed_default_20260629T195455Z
mistralai/mistral-medium-3.5-128b,web-017,baseline,no_validated_findings,finished,23,24,0,3,False,Auth Bypass,1,0,0,396.26,8200,0.017000000000000005,223242,3496,23,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-017_dispatcher_mixed_default_20260629T200319Z
mistralai/mistral-medium-3.5-128b,web-017,C2_only,no_validated_findings,finished,14,14,0,2,False,Auth Bypass,0,0,0,325.31,4300,0.009000000000000001,123984,3001,14,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-017_dispatcher_mixed_default_20260629T200957Z
mistralai/mistral-medium-3.5-128b,web-017,C3_only,no_validated_findings,max_steps,40,42,0,5,False,Auth Bypass,1,0,0,669.53,13200,0.02800000000000001,570683,3777,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-017_dispatcher_mixed_default_20260629T201524Z
mistralai/mistral-medium-3.5-128b,web-017,C1_only,no_validated_findings,finished,29,27,0,2,False,Auth Bypass,1,0,1,440.09,10400,0.022000000000000006,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-017_dispatcher_mixed_default_20260629T202635Z
mistralai/mistral-medium-3.5-128b,web-017,all,no_validated_findings,max_steps,40,35,0,3,False,Auth Bypass,1,1,5,700.8,9000,0.019000000000000003,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-017_dispatcher_mixed_default_20260629T203357Z
mistralai/mistral-medium-3.5-128b,web-018,baseline,no_validated_findings,finished,19,18,0,2,False,XSS,0,0,0,317.68,8900,0.020000000000000004,183809,3338,19,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-018_dispatcher_mixed_default_20260629T204539Z
mistralai/mistral-medium-3.5-128b,web-018,C2_only,no_validated_findings,finished,19,18,0,2,False,XSS,0,1,0,358.66,9800,0.022000000000000006,175931,2578,19,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-018_dispatcher_mixed_default_20260629T205058Z
mistralai/mistral-medium-3.5-128b,web-018,C3_only,no_validated_findings,max_steps,40,40,0,1,False,XSS,0,0,0,447.5,22100,0.05100000000000002,546563,3972,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-018_dispatcher_mixed_default_20260629T205658Z
mistralai/mistral-medium-3.5-128b,web-018,C1_only,no_validated_findings,finished,17,16,0,1,False,XSS,1,0,0,242.89,10200,0.023000000000000007,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-018_dispatcher_mixed_default_20260629T210427Z
mistralai/mistral-medium-3.5-128b,web-018,all,no_validated_findings,max_steps,40,39,0,3,False,XSS,0,0,1,566.23,16400,0.03600000000000002,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-018_dispatcher_mixed_default_20260629T210832Z
mistralai/mistral-medium-3.5-128b,web-019,baseline,no_validated_findings,max_steps,40,42,0,4,False,HTTP Request Smuggling,1,0,0,609.16,20400,0.043000000000000024,425562,4887,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-019_dispatcher_mixed_default_20260629T211759Z
mistralai/mistral-medium-3.5-128b,web-019,C2_only,no_validated_findings,max_steps,40,44,0,3,False,HTTP Request Smuggling,1,2,0,610.98,13700,0.029000000000000012,427908,4572,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-019_dispatcher_mixed_default_20260629T212810Z
mistralai/mistral-medium-3.5-128b,web-019,C3_only,no_validated_findings,max_steps,40,40,0,2,False,HTTP Request Smuggling,1,0,0,1221.99,10100,0.021000000000000005,659656,7677,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-019_dispatcher_mixed_default_20260629T213823Z
mistralai/mistral-medium-3.5-128b,web-019,all,no_validated_findings,max_steps,40,39,0,2,False,HTTP Request Smuggling,1,0,1,558.65,6200,0.013000000000000001,0,0,0,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-019_dispatcher_mixed_default_20260629T220955Z
mistralai/mistral-medium-3.5-128b,web-020,baseline,no_validated_findings,finished,29,30,0,3,False,SSTI,1,0,0,360.64,19100,0.046000000000000006,300573,4697,29,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-020_dispatcher_mixed_default_20260629T221915Z
mistralai/mistral-medium-3.5-128b,web-020,C2_only,no_validated_findings,finished,22,21,0,3,False,SSTI,1,0,0,312.07,15000,0.036000000000000004,186707,1234,22,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-020_dispatcher_mixed_default_20260629T222518Z
mistralai/mistral-medium-3.5-128b,web-020,C3_only,no_validated_findings,max_steps,40,46,0,4,False,SSTI,1,0,0,582.63,19300,0.04500000000000001,701166,7933,40,/root/DACN/outputs/runs_custom_mistralai_mistral-medium-3.5-128b/web-020_dispatcher_mixed_default_20260629T223031Z
